id	x	y	cluster	weight<Links>	weight<Total link strength>
Taxonomic Studies of Diptera Species	0.1122	-0.2349	5	2477	226.4107
Inclusive Education and Disability Rights	0.1193	0.6877	3	2477	222.4322
Emergency Response and Disaster Management	0.7124	0.2428	1	2477	547.337
Pragmatics in Social and Cultural Discourse	-0.064	0.8158	3	2477	144.3057
Max-Plus Algebra in System Theory	-0.9341	0.2768	4	2477	491.5698
Geographic Patterns in Disease Surveillance	0.414	0.2029	1	2477	563.6213
Disinfection Byproducts in Water Treatment	-0.2088	-0.1791	5	2477	385.4879
Diagnosis and Treatment of Consciousness Disorders	0.6695	0.1836	8	2477	557.3827
Electron and Positron Scattering Processes	-0.85	-0.3679	2	2477	316.9704
Dissolved Organic Matter in Aquatic Systems	-0.2612	-0.2129	5	2477	475.7001
Advanced Simulation Modeling Techniques	-0.8623	0.2988	4	2477	367.0314
Advanced Storage System Architectures	-1.031	0.2703	4	2477	368.2969
Fault Tolerance in Distributed Systems	-0.9888	0.3495	4	2477	251.7679
Advanced Statistical Distribution Models	-0.6169	0.2622	4	2477	158.1077
Toxicity and Pharmacology of Diterpenoid Alkaloids	0.3198	-0.399	7	2477	762.8926
Analytical Methods for Drug Quantification	0.2287	-0.4777	7	2477	402.6752
Diverticulitis Diagnosis and Management	1.197	0.0392	1	2477	375.3458
Dopamine's Role in Addiction and Neuromodulation	0.557	0.0523	8	2477	475.0512
Control Strategies for Wind Energy Systems	-1.1176	0.1292	4	2477	387.0896
Down Syndrome and Intellectual Disabilities	0.6411	0.1284	8	2477	716.7431
Dried Blood Spot Sampling Techniques	0.4359	-0.2721	7	2477	629.6953
Dynamics and Optimization in Drilling Systems	-0.8358	-0.1485	2	2477	427.6358
Genetic and Cellular Mechanisms in Drosophila	0.4053	-0.2784	6	2477	654.4951
Cutaneous and Systemic Drug Reactions	0.9607	-0.0939	1	2477	450.426
Drug and Herb-Induced Liver Injury	0.7509	-0.2207	1	2477	667.169
Pulmonary Drug Delivery Systems and Techniques	0.374	-0.2034	7	2477	529.5564
Genetics and Therapy of Muscular Dystrophy	0.5817	-0.1818	6	2477	830.3834
Ecology and Diversity of Dung Beetles	0.0734	-0.178	5	2477	225.1657
Dupuytren's Contracture and Treatment Approaches	1.1296	0.0732	1	2477	428.0281
Combustible Dust Explosion Dynamics and Safety	-0.7805	-0.113	2	2477	394.7769
Nonlinear Dynamics in Dusty Plasmas	-0.9522	-0.2431	2	2477	235.7587
Safety and Analysis of Food Dyes	0.0796	-0.4074	5	2477	270.1871
Advancements in Dye-Sensitized Solar Cell Technology	-0.6395	-0.565	2	2477	611.9246
Hot and Cold Metal Forming Processes	-1.0072	-0.3655	2	2477	294.8473
Fractals and Ergodic Theory in Dynamics	-1.09	0.2684	4	2477	196.4351
Swallowing Disorders and Rehabilitation	0.8864	0.1278	1	2477	451.2148
E-books and Digital Collections in Libraries	-0.2982	0.6119	3	2477	84.1456
Escherichia coli Virulence and Infections	0.5973	-0.2003	9	2477	583.4787
Epstein-Barr Virus in Transplant-Related Disorders	0.9066	-0.1744	1	2477	734.6638
Advancements in Electrocardiogram Signal Processing	-0.3247	0.1452	4	2477	468.0424
Design and Development of Ion Accelerators	-1.0301	-0.2478	2	2477	349.0246
Biological Impacts of Electromagnetic Fields	-0.0216	-0.0131	8	2477	921.1924
Electromagnetic Interference in Motor Drives	-1.134	0.1347	4	2477	391.8694
Global Climate Variability and Impacts	-0.3659	-0.0499	5	2477	150.5753
Electrostatic Discharge in Semiconductor Devices	-1.1532	0.0851	4	2477	423.0285
Excited-State Proton and Charge Transfer	-0.5336	-0.6221	2	2477	512.3231
European Union Governance and Integration	-0.1226	0.8724	3	2477	144.6793
Extreme Ultraviolet Lithography Techniques	-1.0699	-0.1654	2	2477	459.9326
Advancements in Ear Surgery Techniques	1.0183	0.0687	1	2477	166.6325
Quality and Impact of Early Childhood Education	-0.004	0.7349	3	2477	224.1138
Philosophical Developments in Early Modern Europe	-0.0982	0.9538	3	2477	99.7826
Seismic Activity and Fault Mechanics	-0.4447	-0.0929	5	2477	165.4547
Eating Disorders and Body Image	0.5703	0.3682	3	2477	373.6591
Cystic and Alveolar Echinococcosis	0.914	0.0047	1	2477	538.5174
Cardiac Function and Imaging Techniques	1.0058	0.0443	1	2477	279.4776
Sustainable and Functional Textile Dyeing	-0.3344	-0.476	2	2477	379.8954
Impact of Economic Conditions on Health	0.4603	0.4137	3	2477	507.809
Innovative Approaches in Economics Education	-0.3166	0.6193	3	2477	351.3053
Historical and Philosophical Economic Theories	-0.2085	0.7643	3	2477	174.8315
Complexity and Stability in Ecological Networks	-0.1738	-0.0118	5	2477	447.8235
Land Use Change and Ecosystem Services	-0.209	0.1008	5	2477	397.1557
Diagnosis and Management of Ectopic Pregnancy	0.9839	0.1228	1	2477	196.0724
Eddy Current Non-Destructive Testing Techniques	-1.0659	-0.0669	4	2477	397.6893
Gamified Learning in Education	-0.1792	0.4973	3	2477	436.5996
Socioeconomic Factors in Higher Education	-0.1005	0.7903	3	2477	224.3961
Innovations in Teaching and Learning Psychology	0.0651	0.4255	3	2477	534.6422
Educational Reform and Leadership Dynamics	-0.0925	0.8049	3	2477	179.0935
Historical and Philosophical Education Theories	-0.075	0.763	3	2477	250.55
Efficient Data Structures and Algorithms	-0.929	0.3016	4	2477	336.4709
Homogenization in Elasticity and Thin Structures	-1.0024	0.1559	4	2477	272.9734
Pediatric and Adult Elbow Fracture Management	1.1732	0.1102	1	2477	232.393
Electrosensory Systems in Weakly Electric Fish	-0.0526	-0.0509	5	2477	601.8159
Advanced Control of Electric Motors	-1.1345	0.1069	4	2477	413.8323
Electric and Hybrid Vehicle Technologies	-0.9216	0.0973	4	2477	475.9745
Electrical Impedance and Capacitance Tomography	-0.7311	0.076	4	2477	544.7902
Electrocatalysts for Energy Conversion	-0.5912	-0.5641	2	2477	576.9758
Advancements in Electrochemical Machining Techniques	0.1554	-0.0875	1	2477	823.7287
Electrochromic Properties of Metal Oxides	-0.8069	-0.5147	2	2477	597.5828
Electroconvulsive Therapy in Psychiatry	0.7436	0.2904	8	2477	310.6455
Advanced Electrode Materials for Energy Storage	-0.6944	-0.54	2	2477	571.4215
Electrodeposition and Corrosion Resistance	-0.8979	-0.4592	2	2477	356.3777
Ion Exchange Membranes in Electrodialysis	-0.5698	-0.4523	2	2477	396.5714
Electrokinetic Techniques for Soil Decontamination	-0.4413	-0.2208	5	2477	377.619
Design and Optimization of Electromagnetic Launchers	-0.9937	-0.0505	4	2477	496.7989
Advanced Electromagnetic Scattering Techniques	-1.1104	0.1237	4	2477	434.7743
Electromagnetic Shielding and Interference Analysis	-1.1374	0.1378	4	2477	390.6914
Coherent Control in Atomic Systems	-0.9112	-0.2354	2	2477	381.9994
Electromigration in Thin-Film Interconnects	-1.0823	-0.2077	2	2477	519.2352
Advancements in Electron Microscopy Techniques	-0.3612	-0.3267	2	2477	660.461
Electron Interactions and Surface Analysis	-0.9473	-0.333	2	2477	539.9825
Electronic Health Records and Decision Support	0.4367	0.2773	1	2477	458.2586
Electronic Noses for VOC Detection	-0.259	-0.2433	7	2477	665.1541
Electronic and Structural Properties of Solids	-0.8515	-0.415	2	2477	545.8826
Electroplastic Effects on Metal Deformation	-0.92	-0.3696	2	2477	467.2787
Electrospinning Techniques and Applications	-0.4359	-0.4479	2	2477	618.8457
Electrostatic Precipitation and Particle Control	-0.9062	-0.0787	4	2477	604.4536
Innovations in Surgical Energy Applications	0.8147	0.0182	1	2477	468.4139
Elemental and Molecular Imaging Techniques	-0.2614	-0.4432	7	2477	320.1676
Embryo Development and Genetic Testing	0.5085	-0.1786	6	2477	379.5832
Emergency Department Operations and Challenges	0.839	0.2406	1	2477	324.1297
Emotion Perception and Recognition Mechanisms	0.1253	0.2879	8	2477	444.845
Emotional Intelligence and Alexithymia	0.2499	0.5107	3	2477	390.7204
Ethics and Practices in End-of-Life Care	0.8916	0.2379	1	2477	536.7683
Endocrine Disruptors in Aquatic Environments	-0.0318	-0.1916	5	2477	443.8195
Advancements in Endodontic Treatment Methods	0.7577	-1e-04	1	2477	101.0277
Endometriosis Pathogenesis and Management	0.9213	0.0038	1	2477	330.2316
Bioactive Compounds from Endophytic Fungi	0.1666	-0.5607	7	2477	674.8282
Endothelin's Role in Health and Disease	0.7933	-0.2124	6	2477	767.1859
Enediynes in Antitumor Chemistry	0.0066	-0.6391	7	2477	619.8153
Synthesis and Properties of Energetic Materials	-0.6634	-0.504	2	2477	618.986
Economic Impacts of Energy Resources	-0.3616	0.3028	3	2477	575.4975
Renewable Energy and Load Forecasting	-0.8943	0.1302	4	2477	449.4945
Piezoelectric and Triboelectric Energy Harvesting	-0.8891	-0.1963	2	2477	712.7832
Geopolitical Dynamics of Energy Supply	-0.3241	0.5423	3	2477	322.8928
Optimization of Integrated Energy Systems	-0.853	-0.1674	2	2477	219.0468
Innovations in Engineering Education Practices	-0.3073	0.5396	3	2477	269.218
CO2 Enhanced Oil Recovery Techniques	-0.6565	-0.2881	2	2477	378.635
Enhanced Recovery After Surgery Protocols	1.1529	0.0777	1	2477	442.8787
Amoebic and Pyogenic Liver Abscesses	0.8526	-0.0995	1	2477	732.7592
Enteral Nutrition in Critical Care	1.0397	0.0517	1	2477	387.6733
Development and Disorders of Enteric Nervous System	0.808	-0.1064	1	2477	671.2485
Viral Gastroenteritis and Surveillance	0.5709	-0.1005	9	2477	523.6383
Enterovirus Pathogenesis and Control Strategies	0.5439	-0.1243	9	2477	598.1151
Thermochemical Properties of Organic Compounds	-0.5146	-0.6114	2	2477	516.9173
Data Quality and Record Linkage	-0.3449	0.3202	4	2477	539.3115
Biocontrol Using Entomopathogenic Fungi and Nematodes	0.1962	-0.2908	5	2477	310.7269
Entrepreneurship Dynamics and Influences	-0.2248	0.6855	3	2477	180.3652
Environmental DNA in Biodiversity Monitoring	0.0649	-0.1704	5	2477	593.5175
Religious and Ethical Environmental Philosophy	-0.0721	0.541	3	2477	374.4494
Historical Perspectives on Environment and Society	-0.1108	0.8431	3	2477	230.2481
Sustainable Brownfield Redevelopment and Remediation	-0.2922	0.3174	3	2477	490.0908
Genetic and Therapeutic Insights into Lysosomal Disorders	0.7351	-0.1601	6	2477	794.6418
Eosinophilic Esophagitis and Related Conditions	0.9929	-0.1241	1	2477	489.0842
Taxonomy and Diversity of Aquatic Insects	0.1077	-0.2006	5	2477	153.2543
Epigenetic Regulation and Modifications	0.3833	-0.3195	6	2477	807.0169
Mechanisms and Treatments in Epilepsy	0.785	0.1248	8	2477	376.0535
Advancements in Epilepsy Management and Treatment	0.883	0.1483	8	2477	344.9217
Intersections of Epistemology and Moral Philosophy	-0.0984	0.9266	3	2477	93.065
Quantum Dots in Semiconductor Devices	-1.0826	-0.3169	2	2477	408.6205
Sodium and Ion Transport Mechanisms	0.6448	-0.2558	6	2477	696.2274
Curing Kinetics and Properties of Epoxy Resins	-0.7427	-0.552	2	2477	224.3051
Orthopedic Health and Injuries in Horses	0.6788	-0.1665	9	2477	157.9085
Respiratory Health in Horses and Companion Animals	0.7191	-0.1907	9	2477	162.5411
Diagnosis and Treatment of Gastrointestinal Issues in Horses and Cattle	0.7582	-0.1905	9	2477	134.5982
Red Blood Cell Dynamics and Properties	0.3962	-0.2243	6	2477	735.6564
Erythropoietin in Anemia and Kidney Disease	0.8724	-0.0973	1	2477	709.4112
Esophageal Atresia and Tracheoesophageal Fistula	1.1772	0.0338	1	2477	397.1261
Esophageal Cancer Treatment and Management	1.1488	-0.0622	1	2477	479.188
Chemical Composition and Bioactivities of Essential Oils	0.2933	-0.4527	5	2477	647.6648
Estrogen Receptor Roles in Cancer	0.8144	-0.299	6	2477	664.3779
Ethics and Aesthetics in Literature	-0.0961	0.9675	3	2477	167.7966
Traditional Plant Use and Knowledge	0.1743	-0.148	5	2477	522.8826
Cultural Identity in Global Music	-0.1013	0.8905	3	2477	123.0016
Historical Perspectives on Eugenics and Genetics	0.0721	0.5494	3	2477	426.4837
Cultural Interactions in Eurasian History	-0.1099	0.7752	3	2477	254.1528
Themes in Medieval and Early Modern Literature	-0.0576	0.9687	3	2477	109.0553
Modeling and Simulation of Evacuation Behavior	-0.7006	0.156	4	2477	597.7981
Meta-Analysis and Evidence-Based Medicine	0.7209	0.2083	1	2477	671.9818
Implementing Evidence-Based Practices in Healthcare	0.7113	0.3206	1	2477	489.7623
Genetic and Ecological Evolutionary Dynamics	0.0951	-0.0998	5	2477	569.1566
Evolutionary Influences on Human Behavior	0.1546	0.3805	3	2477	442.3831
Thermodynamic Properties of Liquid Mixtures	-0.5944	-0.6152	2	2477	437.9934
Exciton-Polaritons in Quantum Microcavities	-0.7923	-0.3118	2	2477	521.3898
Exercise Effects on Immunity and Inflammation	0.672	-0.0639	6	2477	402.3032
Physiological Responses to Exercise	0.5429	0.097	1	2477	181.7221
Characterization and Dynamics of Exoplanets	-0.6661	-0.1254	2	2477	115.5493
Exosomes in Disease and Therapy	0.5258	-0.3274	6	2477	891.9834
Detection and Degradation of Explosives	-0.1651	-0.3478	5	2477	616.9451
Statistical Analysis of Extreme Events	-0.5851	0.2913	4	2477	163.0286
Finite-Difference Time-Domain Electromagnetic Simulations	-1.1156	0.1069	4	2477	453.2088
Advanced Techniques in Face Recognition	-0.9058	0.2515	4	2477	406.321
Diagnosis and Treatment of Facial Nerve Disorders	1.0941	0.1019	1	2477	371.1342
Techniques in Facial Rejuvenation and Fillers	1.2167	0.0314	1	2477	300.2555
Emergency and Competitive Facility Location	-0.6091	0.3893	4	2477	275.4669
Munchausen Syndrome and Related Disorders	0.9276	0.2181	1	2477	528.8613
Fairness in Cooperative Games and Voting	-0.5173	0.5572	3	2477	269.6951
Genetics and Treatment of Familial Mediterranean Fever	0.9132	-0.053	1	2477	461.5327
Family Dynamics and Fertility Patterns	0.0683	0.6369	3	2477	271.3942
Animal Welfare and Behavior in Farming	0.3643	-0.1378	9	2477	210.1819
Fascism, National Identity, and Historical Memory	-0.1084	1.0132	3	2477	157.0625
Efficient Fast Fourier Transform Architectures	-1.081	0.1793	4	2477	440.8655
Ramadan Fasting and Thallium Toxicity	0.5505	-0.005	1	2477	715.7375
Crystallization and Properties of Fats	-0.0927	-0.4873	5	2477	297.9194
Fatigue Crack Growth in Metals	-0.9954	-0.3093	2	2477	306.6421
Fatty Acids in Health and Disease	0.7049	-0.1959	6	2477	659.9292
Fault Detection in Power Systems	-1.1347	0.1481	4	2477	383.0124
Fc Receptor Roles in Immunity	0.663	-0.2828	6	2477	668.238
Mechanisms and Modulation of Fear Conditioning	0.4093	0.1421	8	2477	424.7968
Diagnosis and Treatment of Anorectal Conditions	1.193	0.0599	1	2477	396.8354
Cultural, Legal, and Health Aspects of FGM	0.6556	0.3292	1	2477	572.9152
Feminist Epistemology and Social Justice	-0.0233	0.8115	3	2477	282.4689
Feminist Perspectives in Literature and Culture	-0.0796	0.9785	3	2477	158.2259
Taxonomy and Diversity of Ferns	0.1133	-0.3962	5	2477	216.061
Phase Transitions in Ferroelectric Crystals	-0.9051	-0.4685	2	2477	416.9536
Magnetic and Electronic Properties of Spinels	-0.8844	-0.4074	2	2477	479.7343
Fertility Preservation in Cancer Patients	0.8532	-0.1701	1	2477	542.8384
Advancements in Fiber Laser Technologies	-1.064	-0.1942	2	2477	275.0459
Advanced Fiber Optic Sensing Technologies	-1.0495	-0.0917	2	2477	374.6908
Fibromyalgia and Chronic Fatigue Syndromes	0.7722	0.1707	1	2477	538.9091
Fibrous and Myofibroblastic Tumors	1.1452	-0.0739	1	2477	490.7225
Diversity and Control of Filarial Diseases	0.6152	-0.0021	9	2477	395.5086
Financial Development and Economic Growth	-0.2442	0.7179	3	2477	153.6369
Structure and Properties of Finite Groups	-1.1378	0.2913	4	2477	149.2267
Fire Behavior and Smoke Control	-0.8351	-0.2432	2	2477	375.4804
Diversity and Impact of Fish Parasites	0.304	-0.175	5	2477	191.7863
Fish Reproductive Biology and Endocrinology	0.2896	-0.2307	5	2477	403.0446
Viral Infections in Aquatic Species	0.4614	-0.2639	9	2477	403.5817
Ecological Dynamics in Fisheries Management	-0.0672	0.0122	5	2477	260.2815
Nuclear Fission and Fusion Studies	-0.7877	-0.268	2	2477	155.4564
Fixed Points and Variational Inequalities	-1.064	0.268	4	2477	212.1655
Advancements in Flame Retardant Polymer Composites	-0.7316	-0.5656	2	2477	275.2502
Flap Techniques in Reconstructive Surgery	1.2544	0.0556	1	2477	288.021
Bioactive Flavonoids and Alkaloids	0.3226	-0.5277	7	2477	736.0962
Mineral Flotation and Separation Techniques	-0.7233	-0.3977	2	2477	354.312
Boiling and Condensation Heat Transfer	-0.9462	-0.2038	2	2477	230.827
Continuous Flow Chemical Synthesis	-0.3649	-0.5585	7	2477	553.0027
Advancements in Flow Cytometry Techniques	0.2456	-0.2292	6	2477	794.2182
Dynamics of Fluid-Conveying Structures	-0.9535	-0.0603	2	2477	282.6705
Dynamics and Modeling of Granular Materials	-0.7289	-0.313	2	2477	283.5962
Advanced Fluorescence Microscopy Techniques	-0.1081	-0.3089	6	2477	851.9199
Fluorescent Probes for Ion Detection	-0.3387	-0.6646	7	2477	545.9987
Fluorescent Nanoclusters for Sensing and Imaging	-0.4634	-0.5846	7	2477	623.1804
Health and Environmental Impacts of Fluoride	0.3896	-0.0451	5	2477	622.2477
Synthesis and Properties of Fluorides	-0.6114	-0.6516	2	2477	437.2961
Synthesis and Reactions of Fluorinated Compounds	-0.2842	-0.7709	7	2477	372.8246
Environmental Impact of Coal and Waste Ash	-0.4792	-0.2181	5	2477	380.1208
Nanostructure Fabrication with Focused Beams	-0.9646	-0.325	2	2477	518.7339
Folate and Homocysteine Metabolism	0.7954	-0.0486	1	2477	846.3515
Cultural Narratives and Folklore Analysis	-0.0846	0.8831	3	2477	85.4997
Transformations in Global Food Systems	-0.0724	0.5695	3	2477	349.0019
Diagnosis and Treatment of Foot and Ankle Conditions	0.9936	0.1418	1	2477	206.9813
Forage Crop Breeding and Seed Yield	-0.0348	-0.1764	5	2477	273.7469
Foreign Aid, Development, and Governance	-0.1488	0.7501	3	2477	200.2462
Ingestion and Aspiration of Foreign Bodies	1.1021	0.1041	1	2477	493.5882
Forensic and Archaeological Skeletal Studies	0.3352	0.2535	1	2477	255.2014
Insect Role in Forensic Investigations	0.4405	-0.1107	5	2477	320.5918
Forensic Psychiatry and Mental Health Law	0.4597	0.4839	3	2477	297.4197
Chemical Analysis in Forensic Science	-0.2011	-0.0544	7	2477	194.7996
Strategic Foresight and Scenario Development	-0.1756	0.4459	3	2477	417.7655
Socioeconomic Impacts of Forest Conservation	-0.1228	0.3268	3	2477	444.4896
Forest Growth and Environmental Interactions	-0.0813	-0.1607	5	2477	218.0064
Economic Aspects of Forest Management	-0.2846	0.2508	5	2477	109.4865
Forgiveness in Interpersonal and Cultural Contexts	0.0749	0.7444	3	2477	264.5815
Complexity and Learning in Automata	-0.9346	0.3541	4	2477	263.5291
Formaldehyde Detection and Health Impacts	0.0475	-0.2604	5	2477	698.5456
Fractional Differential Equations and Solutions	-0.9768	0.1225	4	2477	335.0671
Advanced Fourier and Fractional Transforms	-1.0787	0.1886	4	2477	420.0707
Innovations in Bone Fracture Management	1.1188	0.0821	1	2477	270.963
Dynamic and Brittle Fracture Analysis	-0.9551	-0.2095	2	2477	244.1697
Genetic and Neurodevelopmental Aspects of Fragile X	0.573	-0.0848	8	2477	599.5887
Tularemia Pathogenesis and Granulomatous Mastitis	0.5225	-0.0295	9	2477	797.6858
Cultural and Political Dynamics in Spain	-0.096	0.9855	3	2477	192.9516
Electron Beam and Radiation Dynamics	-0.9585	-0.2128	2	2477	353.0844
Freeze Concentration and Desalination Techniques	-0.1526	-0.2776	5	2477	745.9769
Gender, Politics, and Identity in France	-0.0901	0.9758	3	2477	214.4167
French Revolution and Enlightenment Thought	-0.1084	1.0118	3	2477	171.4639
Frequency Estimation in Signal Processing	-1.09	0.127	4	2477	405.52
Ecological Dynamics of Freshwater Fish Communities	-0.0895	-0.1156	5	2477	241.0096
Advanced Optical Measurement Techniques	-0.9605	-0.1557	2	2477	249.7048
Frosting and Defrosting in Heat Pump Systems	-0.8176	-0.1494	2	2477	348.1835
Fructan Metabolism and Inulin Applications	0.1847	-0.4677	5	2477	576.0302
Membrane Technologies in Fuel Cells	-0.7602	-0.4771	2	2477	393.9791
Fullerene Chemistry and Properties	-0.5232	-0.551	2	2477	659.8966
Bioactive Peptides from Protein Hydrolysates	0.3255	-0.4309	5	2477	450.1889
Functional and Structural Brain Connectivity	0.2955	0.1022	8	2477	518.1631
New Crystal Structures and Properties	-0.6266	-0.5896	2	2477	492.0473
Pathogenesis and Treatment of Fungal Infections	0.7553	-0.1296	9	2477	558.3673
Fungal Resistance and Pathogen Management	0.1167	-0.3886	5	2477	258.2962
Fuzzy Cognitive Maps in Decision Making	-0.3718	0.6193	3	2477	457.2068
Fuzzy Logic in Multi-Criteria Decision-Making	-0.7819	0.3124	4	2477	451.0765
Glucose-6-Phosphate Dehydrogenase Deficiency	0.7472	-0.0923	1	2477	832.7352
GABA Receptor Function and Modulation	0.4926	-0.1355	8	2477	639.1667
Diagnosis and Treatment of GERD and Achalasia	1.1127	-0.018	1	2477	369.9565
Growth Hormone and IGF-1 Interactions	0.8168	-0.2126	6	2477	494.9815
Incretin and SGLT2 Inhibitors in Diabetes	0.8919	-0.0668	1	2477	520.7212
G Protein-Coupled Receptor Mechanisms	0.3245	-0.3834	6	2477	845.1105
Gallium Nitride Semiconductor Devices	-1.1103	-0.2418	2	2477	422.0795
Gadolinium-based MRI Contrast Agents	0.2502	-0.3914	7	2477	521.7777
Biometric Identification via Gait Analysis	-0.8617	0.2421	4	2477	441.562
Gait, Balance, and Fall Prevention	0.3245	0.1707	8	2477	502.9385
Galaxy Formation and Evolution Studies	-0.7843	-0.1342	2	2477	66.4331
Galectins in Cancer and Immunity	0.6864	-0.3728	6	2477	844.8483
Neurobiology and Psychology of Gambling	0.3264	0.2924	8	2477	476.9116
Game Theory in Security and Defense	-0.5458	0.3375	4	2477	486.3601
Connexin Proteins and Gap Junctions	0.6267	-0.2459	6	2477	841.7232
Bioactive Compounds in Garlic and Onions	0.4051	-0.3774	5	2477	799.0401
Gas Hydrate Formation and Stability	-0.5199	-0.3085	2	2477	451.5655
Advancements in Particle Detector Technologies	-0.9253	-0.1544	2	2477	205.9757
Thermochemical Conversion of Biomass and Coal	-0.6248	-0.3592	2	2477	304.0948
Gastric Cancer Treatment and Prognosis	1.1346	-0.1066	1	2477	491.5267
Gastrin and Cholecystokinin Peptide Functions	0.6891	-0.2592	6	2477	812.701
Gastrointestinal Stromal Tumors and Variants	1.1032	-0.1116	1	2477	524.9219
Gastroprotective Agents and Mechanisms	0.7527	-0.2761	6	2477	620.031
Gastroschisis and Abdominal Wall Defects	1.1069	0.0761	1	2477	429.5428
Dynamic Analysis of Gear Systems	-0.9861	-0.1176	2	2477	168.8205
Gender Equity in Medical Professions	0.7811	0.1926	1	2477	709.8255
Generative Models for Image Synthesis	-0.8392	0.2885	4	2477	315.3889
Genetic and Drug-Induced Blood Disorders	0.7686	-0.1199	1	2477	726.58
Genetic Diversity and Population Structure	0.2193	-0.2444	5	2477	463.118
Genetics and Treatment of Retinal Diseases	0.5322	-0.1057	8	2477	421.9232
Genetic Testing in Cancer Risk	0.7644	-0.0517	1	2477	632.3285
CRISPR and Zinc Finger Genome Editing	0.2289	-0.2713	6	2477	834.7646
Genetic Variants and Disease Associations	0.4545	-0.0548	6	2477	619.8414
Bioinformatics in Genomics and Medicine	0.1715	-0.1553	6	2477	841.402
Imprinting Disorders and Genetic Syndromes	0.6163	-0.1741	6	2477	576.7431
Geochemical Data in Mineral Exploration	-0.5028	0.0136	5	2477	259.7113
Geochemical and Petrogenetic Processes in Magmatism	-0.4289	-0.112	5	2477	150.3192
Governance and Ethics of Climate Geoengineering	-0.1997	0.1814	5	2477	520.5284
Innovations in Geography Teaching and Learning	-0.1429	0.6667	3	2477	193.3674
Geomagnetic Field and Paleomagnetism Studies	-0.4021	-0.1408	5	2477	276.4032
Geometric and Topological Group Theory	-1.1244	0.279	4	2477	153.351
Geometry in Lagrangian and Hamiltonian Systems	-1.0353	0.1163	4	2477	314.3491
Geophysical Methods for Subsurface Exploration	-0.6669	-0.0363	5	2477	213.5039
Conservation and Promotion of Geoheritage	-0.2569	0.0923	5	2477	345.4833
Nutrition and Frailty in Older Adults	0.8492	0.0969	1	2477	490.0161
Gestational Trophoblastic Neoplasia and Hormonal Interactions	0.9243	-0.1513	1	2477	482.5324
Human Gesture and Action Recognition	-0.9035	0.2786	4	2477	373.9882
Ginkgo Biloba Extracts and Effects	0.3134	-0.3437	7	2477	950.5432
Ginsenosides and Health Benefits	0.4993	-0.3881	6	2477	821.4855
Glacier and Ice Sheet Changes	-0.368	-0.059	5	2477	299.2707
Dynamics and Transitions in Glassy Polymers	-0.7434	-0.435	2	2477	503.3178
Structure and Properties of Glasses	-0.8977	-0.4438	2	2477	393.0213
Advancements in Glaucoma Treatment and Diagnosis	0.8105	-0.015	1	2477	147.0062
Advancements in Glioma Diagnosis and Treatment	0.8624	-0.1183	1	2477	628.5328
Cultural Identity and Globalization	-0.1429	0.8347	3	2477	329.8975
Stability and Synchronization in Neural Networks	-0.9038	0.1615	4	2477	548.2204
Training and Capacity Building in Global Health	0.8812	0.2348	1	2477	616.1036
Global and Transnational Historical Narratives	-0.1053	0.9496	3	2477	216.9663
Global Trauma Care Systems and Outcomes	1.0722	0.1661	1	2477	418.8251
Glutamate Receptors and Ketamine Effects	0.4839	-0.0634	8	2477	574.6722
Glutamine's Role in Health and Disease	0.8108	-0.2208	6	2477	523.275
Genetics and Pathophysiology of Glycogen Storage Disorders	0.7831	-0.1266	8	2477	774.9834
Structure and Function of Glycolytic Enzymes	0.4749	-0.5036	6	2477	685.1319
Glycosaminoglycan Structure and Function	0.5956	-0.4584	6	2477	820.9895
Chemical and Enzymatic Glycoside Synthesis	-0.0396	-0.7127	7	2477	503.5927
Glycosylation in Health and Disease	0.49	-0.4737	6	2477	791.1978
Gonadotropin Hormone and Reproductive Axis	0.6036	-0.176	6	2477	500.8243
German Literature and Aesthetic Critique	-0.1053	0.9812	3	2477	113.0246
Interactions of Metals with Iron and Manganese Oxides	-0.4797	-0.3978	2	2477	535.8258
Geochemical Processes in Gold Deposits	-0.3091	-0.1678	5	2477	360.054
Luminescent and Bioactive Gold Complexes	-0.3367	-0.7225	7	2477	386.6733
Goos-Hänchen and Spin Hall Effects	-0.8837	-0.1169	2	2477	488.1497
Gothic Literature and Decadent Aesthetics	-0.0846	0.969	3	2477	189.0362
Uric Acid's Role in Gout and Comorbidities	0.8264	-0.0625	1	2477	588.2361
Processes and Effects of Grammaticalization	-0.1012	0.8544	3	2477	75.2424
Granular Cell and Neuroectodermal Tumors	1.1236	-0.0525	1	2477	447.9203
Genetic Diversity and Domestication of Grapevines	0.0672	-0.0401	5	2477	290.9276
Graph Identification and Group Testing	-0.9414	0.2566	4	2477	347.0906
Graph Labeling and Decomposition Techniques	-1.1074	0.23	4	2477	298.9667
Graph Matching in Image Analysis	-0.8953	0.2621	4	2477	421.8177
Advanced Graph Theory Concepts and Problems	-1.1019	0.2993	4	2477	207.8274
Graphene Synthesis and Applications	-0.6867	-0.4041	2	2477	705.6412
Graphite Intercalation and Fluorination Studies	-0.7981	-0.5156	2	2477	578.8704
Thyroid Eye Disease and Treatments	0.9861	-0.0334	1	2477	370.5555
Gravitational Wave Detection and Analysis	-0.8494	-0.1685	2	2477	211.8333
Eco-friendly Catalytic Organic Synthesis	-0.3481	-0.7827	7	2477	320.1057
Synthesis of Diverse Heterocyclic Compounds	-0.1918	-0.7585	7	2477	373.6414
